age,income_group,income_section,state,nuts2,district,plz,education,children,job_field_maingroup,job_field_group,religion,religion_practice,religion_christian,religion_islam,migration_b_germany,migration_b_g_city,migration_b_g_state,migration_b_g_nuts2,migration_b_g_district,migration_b_country,migration_s_germany,migration_s_g_city,migration_s_g_state,migration_s_g_nuts2,migration_s_g_district,migration_s_country,migration_region,subject_well_being,innovation,climate_state_manmade,politics_orientation,politics_climate,soc_inequ_climate,covid_coping,covid_finance,unemployment_rate,patent,job_Fulltime,job_Lehre,job_Other,job_Parttime,job_Pensioner,job_Selfemployed,job_Student (School),job_Student (Uni),"job_Unemployed, job seeking","job_Unemployed, not job seeking",marital_status_Divorced,marital_status_Married,marital_status_Umarried,marital_status_Widowed,gender_Female,gender_Male,politics_vote_AfD,politics_vote_Bündnis 90|Die Grünen,politics_vote_CDU|CSU,politics_vote_Die Linke,politics_vote_FDP,politics_vote_Other,politics_vote_SPD
27,2.0,21.0,9,22,114,45891,3.0,,10,28,6,0.0,7,4,1,557,9,9,98,92,1,1358,9,22,113,82,1993,,0.0,1.0,0.5387189602875215,0.0,4.0,1.3087171,-0.87218261,12,36,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
63,0.0,6.0,9,22,114,45891,5.0,,10,28,1,2.0,6,4,1,1468,9,17,226,92,1,1358,9,22,113,82,1958,6.0,4.0,3.0,-1.28549892956508,2.0,3.0,-0.94753951,0.79010016,12,36,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
64,0.0,10.0,9,22,114,45891,5.0,2.0,10,28,1,0.0,6,4,1,863,10,16,176,92,1,1745,10,16,173,82,2000,5.0,6.0,3.0,0.2536849149980525,4.0,2.0,-0.94753951,0.79010016,12,36,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
56,0.0,7.0,9,22,114,45891,4.0,4.0,3,12,1,0.0,0,4,1,896,9,0,148,92,1,1811,9,0,145,82,2000,7.1,6.0,3.0,-0.6584240299282483,4.0,3.0,0.18058881,-0.87218261,12,36,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
59,0.0,7.0,9,17,114,45891,2.0,,10,28,6,0.0,7,4,1,2096,13,29,52,92,1,1148,13,29,49,82,2018,4.8,6.0,2.0,1.678855141445398,3.0,2.0,0.18058881,1.6212416,12,36,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
54,1.0,17.0,9,22,114,45891,5.0,3.0,4,43,1,1.0,6,4,1,13,9,22,378,92,1,1824,9,22,281,82,1973,8.2,6.0,2.0,2.362936850140124,2.0,2.0,0.18058881,-0.87218261,12,36,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
69,1.0,17.0,9,22,114,45891,5.0,2.0,2,7,1,1.0,6,4,1,677,9,22,116,92,1,1358,9,22,113,82,0,5.1,4.0,3.0,-0.0883559393493102,3.0,2.0,1.3087171,-0.87218261,12,36,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
38,0.0,9.0,9,22,114,45891,3.0,,3,13,1,0.0,6,4,1,677,9,22,116,92,1,1358,9,22,113,82,0,6.1,4.0,1.0,-0.3733899846387793,1.0,3.0,-0.94753951,0.79010016,12,36,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
55,0.0,7.0,9,22,114,45891,4.0,,7,14,6,1.0,7,4,1,677,9,22,116,92,1,1358,9,22,113,82,0,5.0,0.0,1.0,0.2536849149980525,2.0,4.0,-2.0756679,1.6212416,12,36,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
44,0.0,1.0,9,22,114,45891,2.0,2.0,10,28,1,0.0,6,4,1,677,9,22,116,92,1,1358,9,22,113,82,0,5.0,4.0,0.0,0.0826644878243711,2.0,2.0,-0.94753951,2.4523828,12,36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
60,1.0,14.0,9,22,114,45892,5.0,2.0,4,44,1,0.0,6,4,1,286,9,0,40,92,1,513,9,0,37,82,0,7.1,4.0,2.0,-1.171485311449292,2.0,2.0,-2.0756679,0.79010016,12,36,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
19,0.0,3.0,9,22,114,45892,4.0,,0,2,6,0.0,7,4,1,677,9,22,116,92,1,1358,9,22,113,82,0,9.1,6.0,3.0,-1.228492120507186,4.0,3.0,0.18058881,-0.041041251,12,36,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
71,0.0,10.0,9,22,114,45892,2.0,2.0,10,28,1,1.0,0,4,1,677,9,22,116,92,1,1358,9,22,113,82,0,5.0,4.0,2.0,0.3676985331138402,3.0,3.0,-0.94753951,1.6212416,12,36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
44,2.0,20.0,9,22,114,45892,6.0,1.0,6,21,1,0.0,0,4,1,557,9,9,98,92,1,1141,9,9,95,82,1997,8.2,6.0,2.0,-0.0883559393493102,1.0,2.0,0.18058881,-0.87218261,12,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
58,0.0,9.0,9,22,114,45892,3.0,,10,28,6,1.0,7,4,1,450,9,22,284,92,1,1358,9,22,113,82,0,7.1,6.0,3.0,-0.7154308389861421,2.0,2.0,0.18058881,-0.87218261,12,36,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
30,2.0,20.0,9,22,114,45892,4.0,,9,25,3,2.0,7,3,1,412,9,22,284,92,1,702,9,22,281,82,0,7.7,6.0,2.0,1.10878705086646,1.0,3.0,-0.94753951,0.79010016,12,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
71,1.0,18.0,9,22,114,45892,5.0,3.0,7,37,1,0.0,6,4,1,923,8,38,404,92,1,1358,9,22,113,82,1951,9.0,6.0,3.0,-0.6584240299282483,4.0,2.0,-0.94753951,-0.87218261,12,36,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
42,2.0,19.0,9,22,114,45892,3.0,3.0,8,44,1,1.0,6,4,1,286,9,0,40,92,1,741,9,22,281,82,1989,6.5,4.0,2.0,-0.3733899846387793,2.0,3.0,0.18058881,-0.87218261,12,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
53,1.0,15.0,9,22,114,45892,6.0,2.0,0,2,1,2.0,3,4,0,2513,16,38,404,64,0,4876,16,38,401,57,2019,6.9,6.0,3.0,1.792868759561186,3.0,2.0,-2.0756679,1.6212416,12,36,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
25,1.0,13.0,9,9,96,45894,4.0,,10,28,6,0.0,7,4,1,557,9,9,98,92,1,1141,9,9,95,82,0,5.1,6.0,2.0,0.4817121512296279,3.0,2.0,-2.0756679,1.6212416,18,36,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
22,0.0,8.0,9,22,114,45894,4.0,,10,28,1,0.0,6,4,1,68,9,0,153,92,1,144,9,0,150,82,2019,5.9,6.0,1.0,-0.0883559393493102,2.0,3.0,-2.0756679,-0.87218261,12,36,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
69,0.0,7.0,9,22,114,45894,5.0,,10,28,1,1.0,6,4,1,1443,12,5,223,92,1,1358,9,22,113,82,1956,9.0,4.0,3.0,-0.0883559393493102,3.0,2.0,-0.94753951,-0.87218261,12,36,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
59,2.0,20.0,9,22,114,45896,5.0,,4,8,6,0.0,7,4,1,1249,9,22,284,92,1,3584,9,22,281,82,1962,8.1,6.0,3.0,0.1966781059401588,3.0,2.0,0.18058881,-0.87218261,12,36,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
53,1.0,15.0,9,22,114,45896,5.0,,10,28,6,0.0,7,4,1,677,9,22,116,92,1,1358,9,22,113,82,0,7.1,4.0,2.0,0.2536849149980525,2.0,2.0,0.18058881,0.79010016,12,36,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
47,1.0,13.0,9,22,114,45896,5.0,,6,21,1,2.0,0,4,1,1090,9,22,44,92,1,1414,9,22,281,82,0,2.9,6.0,2.0,-0.0883559393493102,1.0,4.0,-2.0756679,2.4523828,12,36,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
63,2.0,19.0,9,22,114,45896,6.0,,6,18,1,0.0,0,4,1,677,9,22,116,92,1,1358,9,22,113,82,1958,8.2,4.0,2.0,0.5387189602875215,1.0,2.0,0.18058881,-0.041041251,12,36,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
69,0.0,11.0,9,22,114,45896,2.0,,4,43,6,0.0,7,4,1,557,9,9,98,92,1,1141,9,9,95,82,0,8.1,4.0,2.0,0.2536849149980525,2.0,2.0,0.18058881,-0.87218261,12,36,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
28,0.0,9.0,9,22,114,45897,6.0,,0,27,6,2.0,7,4,1,557,9,38,98,92,1,1141,9,38,95,82,0,8.0,6.0,3.0,-1.000464884275611,4.0,3.0,0.18058881,-0.87218261,12,36,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
42,0.0,9.0,9,22,114,45897,5.0,,3,3,1,0.0,0,4,1,703,9,22,284,92,1,555,9,22,41,82,0,1.6,4.0,2.0,0.0826644878243711,2.0,2.0,-0.94753951,0.79010016,12,36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
34,1.0,18.0,9,22,114,45897,4.0,,10,28,3,2.0,7,3,1,677,9,22,116,92,1,1358,9,22,113,82,0,3.2,6.0,3.0,0.2536849149980525,3.0,1.0,0.18058881,-0.87218261,12,36,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
37,0.0,8.0,9,22,114,45897,5.0,,4,10,1,1.0,6,4,1,439,9,9,386,92,1,863,9,9,383,82,2015,7.1,6.0,2.0,0.1966781059401588,2.0,3.0,-0.94753951,-0.87218261,12,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
34,1.0,18.0,9,22,114,45897,4.0,,10,28,3,2.0,7,3,1,677,9,22,116,92,1,1358,9,22,113,82,0,1.4,4.0,3.0,-0.0883559393493102,4.0,3.0,0.18058881,-0.87218261,12,36,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
60,1.0,12.0,9,9,96,45897,3.0,2.0,4,43,1,1.0,6,4,1,2322,9,9,81,92,1,4526,9,9,78,82,0,7.2,4.0,2.0,0.1966781059401588,2.0,2.0,0.18058881,-0.041041251,18,36,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
19,1.0,18.0,9,9,96,45897,3.0,,4,8,1,0.0,0,4,1,677,9,9,98,92,1,344,9,9,95,82,0,4.1,4.0,2.0,0.0256576787664775,2.0,4.0,1.3087171,-0.87218261,18,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
39,1.0,17.0,9,22,114,45899,4.0,3.0,4,10,1,1.0,0,4,1,467,9,9,81,92,1,4381,9,9,216,82,1998,8.0,4.0,1.0,-0.0883559393493102,2.0,3.0,0.18058881,-0.87218261,12,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
60,1.0,18.0,9,9,96,45899,5.0,2.0,7,31,1,0.0,0,4,1,286,9,0,40,92,1,513,9,0,37,82,1966,5.1,4.0,2.0,0.2536849149980525,2.0,2.0,-0.94753951,0.79010016,18,36,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
62,1.0,18.0,9,22,114,45899,5.0,1.0,3,40,6,1.0,7,4,1,677,9,22,116,92,1,1358,9,22,113,82,0,8.0,6.0,2.0,1.621848332387504,4.0,1.0,0.18058881,-0.87218261,12,36,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
49,0.0,2.0,9,22,114,45899,3.0,,10,28,6,0.0,7,4,1,451,9,0,77,92,1,892,9,0,74,82,2013,,1.0,3.0,-0.0883559393493102,2.0,4.0,-3.2037961,2.4523828,12,36,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
58,0.0,7.0,9,22,114,45899,5.0,,10,28,6,0.0,7,4,1,677,9,22,116,92,1,1210,10,16,4,82,0,3.1,7.0,3.0,0.2536849149980525,4.0,1.0,-0.94753951,2.4523828,12,36,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
21,0.0,5.0,9,22,114,45899,3.0,,10,28,1,0.0,0,4,1,677,9,22,116,92,1,1358,9,22,113,82,0,7.2,4.0,3.0,-2.368628301665062,2.0,3.0,-0.94753951,0.79010016,12,36,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
67,0.0,10.0,9,22,114,45899,3.0,3.0,10,28,1,4.0,0,4,1,286,9,22,40,92,1,513,9,22,37,82,0,5.0,6.0,2.0,-0.0883559393493102,3.0,3.0,-2.0756679,1.6212416,12,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
46,1.0,17.0,9,22,282,45964,6.0,2.0,0,30,1,0.0,6,4,1,301,9,22,44,92,1,1414,9,22,281,82,1975,7.3,4.0,3.0,-1.228492120507186,4.0,1.0,0.18058881,-0.87218261,12,36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
60,0.0,8.0,9,22,282,45964,4.0,3.0,3,40,1,0.0,6,4,1,2309,9,9,148,92,1,1414,9,9,281,82,0,8.0,6.0,2.0,1.393821096155929,2.0,2.0,-0.94753951,-0.87218261,12,36,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
59,0.0,11.0,9,22,282,45964,6.0,2.0,3,12,1,1.0,6,4,1,703,9,22,284,92,1,1414,9,22,281,82,0,4.0,4.0,3.0,-1.000464884275611,4.0,4.0,-0.94753951,-0.041041251,12,36,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
55,0.0,7.0,9,22,282,45964,5.0,1.0,7,6,1,5.0,0,4,1,703,9,22,284,92,1,1414,9,22,281,82,1966,8.8,2.0,3.0,-0.9434580752177172,4.0,4.0,1.3087171,-0.87218261,12,36,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
69,0.0,11.0,9,22,282,45964,6.0,3.0,0,33,1,2.0,2,4,1,557,9,9,98,92,1,1414,9,22,281,82,1953,8.1,6.0,2.0,-0.2593763665229915,4.0,3.0,-0.94753951,0.79010016,12,36,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
20,0.0,8.0,9,22,282,45964,4.0,,10,28,1,0.0,6,4,1,703,9,22,284,92,1,1414,9,22,281,82,0,7.2,6.0,3.0,-0.6584240299282483,3.0,3.0,0.18058881,0.79010016,12,36,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
29,0.0,3.0,9,9,282,45966,4.0,1.0,6,21,1,5.0,6,4,1,2513,9,9,79,92,1,4876,9,9,76,82,0,6.3,6.0,2.0,1.735861950503291,0.0,4.0,-0.94753951,1.6212416,18,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
46,0.0,10.0,9,22,282,45966,5.0,,7,31,1,1.0,0,4,1,450,9,22,284,92,1,1358,9,22,113,82,0,7.0,6.0,3.0,-0.0883559393493102,2.0,3.0,1.3087171,1.6212416,12,36,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
55,0.0,9.0,9,9,96,45966,4.0,,3,13,1,0.0,0,4,1,703,9,9,98,92,1,1414,9,9,281,82,0,1.9,6.0,3.0,-0.6014172208703547,3.0,2.0,-0.94753951,1.6212416,18,36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
35,1.0,14.0,9,22,282,45966,4.0,1.0,8,44,1,0.0,0,4,0,2513,16,38,404,61,1,1414,9,22,281,82,1990,7.0,4.0,2.0,-0.6584240299282483,3.0,3.0,0.18058881,1.6212416,12,36,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
24,1.0,15.0,9,22,282,45966,2.0,1.0,10,28,6,0.0,7,4,1,677,9,22,116,92,1,1358,9,22,113,82,1996,,7.0,2.0,1.10878705086646,4.0,0.0,1.3087171,2.4523828,12,36,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
26,1.0,13.0,9,9,96,45966,5.0,1.0,3,3,6,0.0,7,4,1,301,9,9,44,92,1,1414,9,9,281,82,0,1.0,6.0,2.0,0.0256576787664775,3.0,3.0,1.3087171,-0.87218261,18,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
57,2.0,21.0,9,22,282,45968,4.0,3.0,9,34,1,0.0,6,4,1,459,9,9,79,92,1,912,9,9,76,82,2000,9.2,6.0,3.0,-0.6014172208703547,3.0,3.0,0.18058881,-0.87218261,12,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
45,2.0,20.0,9,22,282,45968,6.0,1.0,6,20,6,0.0,7,4,1,677,9,22,116,92,1,1414,9,22,281,82,0,8.2,7.0,3.0,0.5387189602875215,1.0,2.0,-0.94753951,-0.87218261,12,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
18,1.0,15.0,9,22,282,45968,4.0,,4,10,1,3.0,0,4,1,703,9,22,284,92,1,1414,9,22,281,82,0,6.2,6.0,1.0,1.165793859924354,1.0,3.0,-0.94753951,0.79010016,12,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
65,0.0,6.0,9,9,250,46045,5.0,2.0,10,28,6,0.0,7,4,1,1620,9,9,252,92,1,3155,9,9,249,82,0,7.6,6.0,1.0,0.2536849149980525,2.0,2.0,-0.94753951,-0.87218261,18,36,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
38,1.0,15.0,9,9,250,46045,4.0,,10,28,1,0.0,0,4,1,1360,10,27,209,92,1,3075,10,27,401,82,2008,2.2,4.0,2.0,0.3106917240559465,2.0,4.0,-0.94753951,0.79010016,18,36,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
58,1.0,15.0,9,9,250,46045,3.0,2.0,3,13,1,0.0,0,4,1,467,9,9,81,92,1,951,9,9,78,82,0,2.0,0.0,3.0,-0.0883559393493102,1.0,3.0,0.18058881,-0.87218261,18,36,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
30,1.0,13.0,9,9,250,46045,5.0,,4,10,1,1.0,0,4,1,301,9,22,44,92,1,555,9,22,41,82,0,7.2,2.0,2.0,-0.5444104118124605,3.0,3.0,0.18058881,-0.87218261,18,36,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
33,0.0,10.0,9,9,250,46045,2.0,,10,28,6,0.0,7,4,1,451,9,0,77,92,1,888,9,0,74,82,2011,3.7,4.0,1.0,0.4817121512296279,0.0,3.0,-0.94753951,0.79010016,18,36,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
54,0.0,0.0,9,9,250,46047,4.0,,10,28,1,0.0,6,4,1,1801,9,9,284,92,1,3523,9,9,281,82,0,1.0,0.0,3.0,-0.3733899846387793,4.0,4.0,-0.94753951,-0.87218261,18,36,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
63,0.0,7.0,9,9,250,46047,4.0,,10,28,6,0.0,7,4,1,1620,9,9,252,92,1,3155,9,9,249,82,0,2.0,6.0,2.0,1.10878705086646,0.0,3.0,0.18058881,-0.87218261,18,36,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
45,0.0,10.0,9,9,250,46047,5.0,,3,13,1,1.0,6,4,1,1620,9,9,252,92,1,3155,9,9,249,82,0,3.9,6.0,2.0,-1.570532974854549,3.0,1.0,1.3087171,-0.87218261,18,36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
79,0.0,7.0,9,9,250,46047,5.0,1.0,7,37,1,2.0,6,4,1,1776,13,29,137,92,1,3474,13,29,134,82,1957,4.0,6.0,3.0,-0.5444104118124605,3.0,4.0,0.18058881,-0.87218261,18,36,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
36,2.0,21.0,9,9,250,46047,6.0,2.0,6,18,1,1.0,0,4,1,1620,9,9,252,92,1,3155,9,9,249,82,1985,7.0,6.0,1.0,-0.0883559393493102,2.0,2.0,-0.94753951,-0.041041251,18,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
56,0.0,9.0,9,9,250,46047,5.0,,4,8,1,3.0,6,4,1,1620,9,9,252,92,1,3155,9,9,249,82,0,2.0,6.0,2.0,-0.0883559393493102,3.0,4.0,-0.94753951,1.6212416,18,36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
38,2.0,20.0,9,9,250,46047,6.0,1.0,0,30,1,1.0,6,4,1,1620,9,9,252,92,1,3155,9,9,249,82,0,8.5,6.0,2.0,-0.487403602754567,3.0,2.0,0.18058881,-0.87218261,18,36,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
36,2.0,21.0,9,9,250,46047,6.0,2.0,3,13,1,1.0,0,4,1,1620,9,9,252,92,1,3155,9,9,249,82,0,7.3,6.0,1.0,0.0256576787664775,2.0,2.0,-0.94753951,0.79010016,18,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
31,0.0,8.0,9,9,250,46047,3.0,,10,28,6,0.0,7,4,1,541,15,33,94,92,1,719,6,6,386,82,2014,4.0,4.0,2.0,0.1966781059401588,2.0,4.0,1.3087171,-0.87218261,18,36,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
36,1.0,15.0,9,9,250,46049,5.0,1.0,3,12,1,3.0,6,4,1,903,9,22,284,92,1,1824,9,22,281,82,2012,6.1,6.0,3.0,-2.368628301665062,2.0,3.0,-2.0756679,0.79010016,18,36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
56,0.0,6.0,9,9,250,46049,2.0,1.0,10,28,1,1.0,0,4,1,12,9,22,43,92,1,1732,9,22,40,82,0,2.9,4.0,3.0,-0.0883559393493102,3.0,2.0,1.3087171,-0.041041251,18,36,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
80,1.0,17.0,9,9,250,46049,0.0,1.0,9,44,6,0.0,7,4,1,1620,9,9,252,92,1,3155,9,9,249,82,0,8.2,6.0,2.0,1.621848332387504,2.0,3.0,-0.94753951,-0.87218261,18,36,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
58,1.0,16.0,9,9,250,46049,4.0,1.0,8,44,6,0.0,7,4,1,1620,9,9,252,92,1,3155,9,9,249,82,0,7.0,4.0,2.0,-0.6584240299282483,2.0,2.0,0.18058881,0.79010016,18,36,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
45,1.0,18.0,9,9,250,46117,3.0,1.0,0,30,6,0.0,7,4,1,867,14,30,268,92,1,3665,9,9,78,82,1970,7.2,6.0,1.0,0.0256576787664775,3.0,3.0,0.18058881,0.79010016,18,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
69,1.0,17.0,9,9,250,46117,5.0,1.0,3,3,6,0.0,7,4,1,1598,8,37,387,92,1,3155,9,9,249,82,1958,8.1,6.0,3.0,1.10878705086646,3.0,3.0,0.18058881,-0.87218261,18,36,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
41,2.0,20.0,9,9,250,46117,5.0,2.0,6,21,1,0.0,6,4,1,1055,0,14,167,92,1,4834,14,30,401,82,2001,4.6,4.0,2.0,0.5957257693454155,2.0,2.0,0.18058881,-0.041041251,18,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
68,1.0,17.0,9,9,250,46119,3.0,1.0,10,28,1,0.0,6,4,1,731,8,13,288,92,1,1141,9,9,95,82,0,9.0,6.0,3.0,-0.0883559393493102,3.0,2.0,0.18058881,-0.87218261,18,36,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
52,2.0,20.0,9,9,250,46119,5.0,,4,8,6,1.0,7,4,1,1620,9,9,252,92,1,3156,9,9,249,82,0,9.0,6.0,3.0,-0.3733899846387793,3.0,3.0,1.3087171,-0.041041251,18,36,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
68,0.0,10.0,9,9,250,46145,3.0,1.0,10,28,1,0.0,6,4,1,1620,9,9,252,92,1,3155,9,9,249,82,0,1.0,6.0,3.0,1.735861950503291,2.0,3.0,1.3087171,-0.87218261,18,36,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
55,1.0,17.0,9,9,250,46145,2.0,2.0,3,3,6,0.0,7,4,1,1100,9,38,175,92,1,885,9,9,293,82,1970,9.1,7.0,3.0,-0.6584240299282483,4.0,2.0,1.3087171,-0.87218261,18,36,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
60,1.0,15.0,9,9,250,46147,5.0,,4,43,1,0.0,6,4,1,1975,8,37,110,92,1,4691,8,37,388,82,2013,7.6,6.0,3.0,-0.0883559393493102,0.0,1.0,-0.94753951,1.6212416,18,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
68,1.0,18.0,9,9,250,46147,5.0,3.0,10,28,1,1.0,6,4,1,1620,9,9,252,92,1,3155,9,9,249,82,0,8.0,6.0,1.0,2.191916422966442,0.0,4.0,1.3087171,-0.87218261,18,36,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
54,1.0,17.0,9,9,250,46147,3.0,,3,13,6,0.0,7,4,1,1620,9,9,252,92,1,3155,9,9,249,82,0,7.0,6.0,3.0,-1.228492120507186,4.0,2.0,0.18058881,-0.87218261,18,36,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
